Entry	Entry name	Protein names	InterPro	Gene ontology IDs	Gene ontology (GO)	Gene names	EC number	Pathway	Protein existence	Organism	Organism ID
A4HWQ0	A4HWQ0_LEIIN	Ribosomal_L18e/L15P domain-containing protein	IPR036227; IPR005749; IPR021131; 	GO:0003735; GO:0006412; GO:0015934	large ribosomal subunit [GO:0015934]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	LINJ_16_0020			Inferred from homology	Leishmania infantum	5671
A0A6L0XR46	A0A6L0XR46_LEIIN	20s_proteasome_beta_7_subunit_-_(Putative)	IPR029055; IPR016295; IPR016050; IPR001353; 	GO:0004298; GO:0005634; GO:0005737; GO:0005839; GO:0051603	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome core complex [GO:0005839]; threonine-type endopeptidase activity [GO:0004298]; proteolysis involved in cellular protein catabolic process [GO:0051603]	LINF_340051100 LINF_340051400			Evidence at protein level	Leishmania infantum	5671
A4I3C8	A4I3C8_LEIIN	40S ribosomal protein S26	IPR000892; IPR038551; 	GO:0003735; GO:0005840; GO:0006412	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	LINJ_28_0570 LINJ_30_3240			Inferred from homology	Leishmania infantum	5671
A4HY10	A4HY10_LEIIN	Putative 60S ribosomal protein L34	IPR008195; 	GO:0003735; GO:0005840; GO:0006412	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	LINJ_18_1380 LINJ_36_3930			Inferred from homology	Leishmania infantum	5671
A4HTZ9	A4HTZ9_LEIIN	Cilia- and flagella-associated protein 299	IPR027887; 	GO:0005634; GO:0005737	cytoplasm [GO:0005737]; nucleus [GO:0005634]	LINJ_09_0830			Predicted	Leishmania infantum	5671
A0A6L0WHX4	A0A6L0WHX4_LEIIN	NADH-ubiquinone_oxidoreductase_-_mitochondrial_-_putative	IPR001949; IPR011537; IPR011538; IPR037225; IPR019575; IPR037207; IPR019554; 	GO:0005743; GO:0008137; GO:0010181; GO:0045271; GO:0046872; GO:0051287; GO:0051539	mitochondrial inner membrane [GO:0005743]; respiratory chain complex I [GO:0045271]; 4 iron, 4 sulfur cluster binding [GO:0051539]; FMN binding [GO:0010181]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]	LINF_050015200			Predicted	Leishmania infantum	5671
A4I4M3	A4I4M3_LEIIN	Transmembrane 9 superfamily member	IPR004240; 	GO:0016021	integral component of membrane [GO:0016021]	LINJ_29_1730			Inferred from homology	Leishmania infantum	5671
A0A6L0WRJ6	A0A6L0WRJ6_LEIIN	26S_protease_regulatory_subunit_-_putative	IPR005937; IPR003593; IPR041569; IPR003959; IPR003960; IPR027417; IPR032501; 	GO:0000502; GO:0005524; GO:0005737; GO:0008233; GO:0016887; GO:0030163; GO:0036402	cytoplasm [GO:0005737]; proteasome complex [GO:0000502]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptidase activity [GO:0008233]; proteasome-activating activity [GO:0036402]; protein catabolic process [GO:0030163]	LINF_030010200			Predicted	Leishmania infantum	5671
A4I563	A4I563_LEIIN	Transmembrane 9 superfamily member	IPR004240; 	GO:0016021	integral component of membrane [GO:0016021]	LINJ_30_0360			Inferred from homology	Leishmania infantum	5671
A4I2Z7	A4I2Z7_LEIIN	Golgi apparatus membrane protein TVP23 homolog	IPR008564; 	GO:0016021	integral component of membrane [GO:0016021]	LINJ_27_1810			Inferred from homology	Leishmania infantum	5671
A0A6L0XWG5	A0A6L0XWG5_LEIIN	UV_excision_repair_RAD23-like_protein	IPR004806; IPR015940; IPR009060; IPR000626; IPR029071; IPR015360; IPR036353; 	GO:0003684; GO:0005654; GO:0005829; GO:0006289; GO:0031593; GO:0043130; GO:0043161	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; damaged DNA binding [GO:0003684]; polyubiquitin modification-dependent protein binding [GO:0031593]; ubiquitin binding [GO:0043130]; nucleotide-excision repair [GO:0006289]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	LINF_300038700			Predicted	Leishmania infantum	5671
A0A6L0XJI5	A0A6L0XJI5_LEIIN	WD-repeat_protein	IPR013915; IPR038959; IPR003613; IPR015943; IPR001680; IPR019775; IPR036322; IPR013083; 	GO:0000398; GO:0000974; GO:0005681; GO:0005840; GO:0006281; GO:0061630; GO:0070534	Prp19 complex [GO:0000974]; ribosome [GO:0005840]; spliceosomal complex [GO:0005681]; ubiquitin protein ligase activity [GO:0061630]; DNA repair [GO:0006281]; mRNA splicing, via spliceosome [GO:0000398]; protein K63-linked ubiquitination [GO:0070534]	LINF_270033000			Predicted	Leishmania infantum	5671
A4IC63	A4IC63_LEIIN	60S ribosomal protein L37	IPR011331; IPR001569; IPR011332; 	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:0046872	ribosome [GO:0005840]; metal ion binding [GO:0046872]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	LINJ_35_5420			Inferred from homology	Leishmania infantum	5671
A4IAD3	A4IAD3_LEIIN	Transmembrane 9 superfamily member	IPR004240; 	GO:0016021	integral component of membrane [GO:0016021]	LINJ_34_3450			Inferred from homology	Leishmania infantum	5671
A0A6L0XMH0	A0A6L0XMH0_LEIIN	Protein_transport_protein_SEC13_-_putative	IPR037596; IPR037363; IPR015943; IPR001680; IPR036322; 	GO:0005198; GO:0005643; GO:0015031; GO:0030127; GO:0051028; GO:0090114; GO:1904263	COPII vesicle coat [GO:0030127]; nuclear pore [GO:0005643]; structural molecule activity [GO:0005198]; COPII-coated vesicle budding [GO:0090114]; mRNA transport [GO:0051028]; positive regulation of TORC1 signaling [GO:1904263]; protein transport [GO:0015031]	LINF_280011600			Predicted	Leishmania infantum	5671
A4I5J3	A4I5J3_LEIIN	ER membrane protein complex subunit 4	IPR009445; 	GO:0005789; GO:0016021	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]	LINJ_30_1660			Inferred from homology	Leishmania infantum	5671
A4I1I5	A4I1I5_LEIIN	Putative DNA polymerase delta subunit 2 (EC 2.7.7.7)	IPR007185; IPR040663; IPR024826; 	GO:0003677; GO:0003887; GO:0005634; GO:0006260	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; DNA replication [GO:0006260]	LINJ_25_1450	2.7.7.7		Inferred from homology	Leishmania infantum	5671
A0A6L0XRJ2	A0A6L0XRJ2_LEIIN	Clathrin_heavy_chain_-_putative	IPR016024; IPR000547; IPR015348; IPR016025; IPR016341; IPR011990; 	GO:0005198; GO:0006886; GO:0016192; GO:0030130; GO:0030132; GO:0032051; GO:0071439	clathrin coat of coated pit [GO:0030132]; clathrin coat of trans-Golgi network vesicle [GO:0030130]; clathrin complex [GO:0071439]; clathrin light chain binding [GO:0032051]; structural molecule activity [GO:0005198]; intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192]	LINF_360022600			Predicted	Leishmania infantum	5671
A4I7V3	A4I7V3_LEIIN	Putative RNA guanylyltransferase	IPR001339; IPR012340; IPR027417; 	GO:0004484; GO:0005524; GO:0006370	ATP binding [GO:0005524]; mRNA guanylyltransferase activity [GO:0004484]; 7-methylguanosine mRNA capping [GO:0006370]	LINJ_32_1420			Predicted	Leishmania infantum	5671
A4HSI2	A4HSI2_LEIIN	Component of oligomeric Golgi complex 4 (Conserved oligomeric Golgi complex subunit 4)	IPR013167; 	GO:0015031; GO:0016020	membrane [GO:0016020]; protein transport [GO:0015031]	LINJ_05_0600			Inferred from homology	Leishmania infantum	5671
A4I142	A4I142_LEIIN	SpoU_methylase domain-containing protein	IPR029028; IPR004384; IPR001537; IPR029026; 	GO:0003723; GO:0006396; GO:0008173	RNA binding [GO:0003723]; RNA methyltransferase activity [GO:0008173]; RNA processing [GO:0006396]	LINJ_24_2430			Inferred from homology	Leishmania infantum	5671
A0A6L0XFQ1	A0A6L0XFQ1_LEIIN	Eukaryotic_peptide_chain_release_factor_subunit_1_-_putative	IPR042226; IPR005140; IPR005141; IPR005142; IPR029064; IPR038069; IPR004405; 	GO:0004519; GO:0005634; GO:0005737; GO:0046872; GO:0070481; GO:0070966; GO:0071025	cytoplasm [GO:0005737]; nucleus [GO:0005634]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; nuclear-transcribed mRNA catabolic process, no-go decay [GO:0070966]; nuclear-transcribed mRNA catabolic process, non-stop decay [GO:0070481]; RNA surveillance [GO:0071025]	LINF_260007000			Predicted	Leishmania infantum	5671
A0A6L0XIJ3	A0A6L0XIJ3_LEIIN	C-terminal_motor_kinesin_-_putative	IPR008942; IPR019821; IPR001752; IPR036961; IPR027417; IPR002014; 	GO:0003777; GO:0005524; GO:0005874; GO:0007018; GO:0008017; GO:0035091; GO:0043130	microtubule [GO:0005874]; ATP binding [GO:0005524]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; phosphatidylinositol binding [GO:0035091]; ubiquitin binding [GO:0043130]; microtubule-based movement [GO:0007018]	LINF_190007400			Predicted	Leishmania infantum	5671
E9AHG1	E9AHG1_LEIIN	Uncharacterized protein	IPR000850; IPR026867; IPR007858; IPR036291; 	GO:0004017; GO:0004127; GO:0005524	adenylate kinase activity [GO:0004017]; ATP binding [GO:0005524]; cytidylate kinase activity [GO:0004127]	LINJ_27_1870			Predicted	Leishmania infantum	5671
A4I924	A4I924_LEIIN	PRA1 family protein	IPR004895; 	GO:0016021	integral component of membrane [GO:0016021]	LINJ_33_1610			Inferred from homology	Leishmania infantum	5671
A4HRG4	A4HRG4_LEIIN	40S ribosomal protein S7	IPR000554; 	GO:0003735; GO:0005840; GO:0006412	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	LINJ_01_0430 LINJ_01_0440			Inferred from homology	Leishmania infantum	5671
A4HZW5	A4HZW5_LEIIN	Pre-mRNA-splicing factor 18	IPR004098; IPR039979; 	GO:0005681; GO:0006397; GO:0008380	spliceosomal complex [GO:0005681]; mRNA processing [GO:0006397]; RNA splicing [GO:0008380]	LINJ_22_0740			Inferred from homology	Leishmania infantum	5671
A0A381MFR9	A0A381MFR9_LEIIN	Autophagy-related protein	IPR004241; IPR029071; 	GO:0006914; GO:0016020	membrane [GO:0016020]; autophagy [GO:0006914]	ATG8B.1 LINJ_19_0820			Inferred from homology	Leishmania infantum	5671
A4HWF2	A4HWF2_LEIIN	Uncharacterized protein	IPR033192; 	GO:0003341; GO:0005929; GO:0036158	cilium [GO:0005929]; cilium movement [GO:0003341]; outer dynein arm assembly [GO:0036158]	LINJ_15_0560			Predicted	Leishmania infantum	5671
A4I9A6	A4I9A6_LEIIN	CCHC-type domain-containing protein	IPR001878; 	GO:0003676; GO:0008270	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	LINJ_33_2800			Predicted	Leishmania infantum	5671
A4IA79	A4IA79_LEIIN	Cilia- and flagella-associated protein 418	IPR029239; 	GO:0001917; GO:0005737	cytoplasm [GO:0005737]; photoreceptor inner segment [GO:0001917]	LINJ_34_2860			Predicted	Leishmania infantum	5671
A0A6L0XJP6	A0A6L0XJP6_LEIIN	Hypothetical_protein	IPR030101; IPR010003; IPR014001; IPR001650; IPR027417; IPR038718; IPR000330; 	GO:0004386; GO:0005524; GO:0005634; GO:0006281; GO:0031297; GO:0036310; GO:0051213	nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP-dependent DNA/DNA annealing activity [GO:0036310]; dioxygenase activity [GO:0051213]; helicase activity [GO:0004386]; DNA repair [GO:0006281]; replication fork processing [GO:0031297]	LINF_240011100			Predicted	Leishmania infantum	5671
E9AHN5	E9AHN5_LEIIN	PRA1 family protein	IPR004895; 	GO:0016021	integral component of membrane [GO:0016021]	LINJ_33_1600			Inferred from homology	Leishmania infantum	5671
A4IC62	A4IC62_LEIIN	PRORP domain-containing protein	IPR033495; IPR031595; 	GO:0005739; GO:0008033; GO:0016787	mitochondrion [GO:0005739]; hydrolase activity [GO:0016787]; tRNA processing [GO:0008033]	LINJ_35_5410			Inferred from homology	Leishmania infantum	5671
A4I8C3	A4I8C3_LEIIN	ER membrane protein complex subunit 6	IPR008504; IPR029008; 	GO:0006996; GO:0072546	EMC complex [GO:0072546]; organelle organization [GO:0006996]	LINJ_32_3170			Inferred from homology	Leishmania infantum	5671
A0A6L0XCK7	A0A6L0XCK7_LEIIN	Hypoxanthine-guanine_phosphoribosyltransferase	IPR005904; IPR000836; IPR029057; 	GO:0000166; GO:0004422; GO:0005737; GO:0006166; GO:0032264; GO:0046872; GO:0052657	cytoplasm [GO:0005737]; guanine phosphoribosyltransferase activity [GO:0052657]; hypoxanthine phosphoribosyltransferase activity [GO:0004422]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; IMP salvage [GO:0032264]; purine ribonucleoside salvage [GO:0006166]	LINF_210014900			Predicted	Leishmania infantum	5671
A0A6L0WPP2	A0A6L0WPP2_LEIIN	Cytochrome_c_oxidase_assembly_factor_-_putative	IPR003782; IPR017276; IPR036249; 	GO:0005507; GO:0005743; GO:0006878; GO:0008535; GO:0016021; GO:0016491; GO:0016531	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; copper chaperone activity [GO:0016531]; copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]; cellular copper ion homeostasis [GO:0006878]; respiratory chain complex IV assembly [GO:0008535]	LINF_040016400			Predicted	Leishmania infantum	5671
E9AH00	E9AH00_LEIIN	Autophagy-related protein	IPR004241; IPR029071; 	GO:0006914; GO:0016020	membrane [GO:0016020]; autophagy [GO:0006914]	ATG12 LINJ_22_1120			Inferred from homology	Leishmania infantum	5671
A4IBN4	A4IBN4_LEIIN	Uncharacterized protein	IPR012340; IPR013970; 	GO:0003677; GO:0006260; GO:0006281; GO:0006310; GO:0031981	nuclear lumen [GO:0031981]; DNA binding [GO:0003677]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]	LINJ_35_3490			Inferred from homology	Leishmania infantum	5671
A0A6L0XRY7	A0A6L0XRY7_LEIIN	NUC194_domain/Phosphatidylinositol_3-_and_4 -kinase_-_putative	IPR016024; IPR012582; IPR003152; IPR011009; IPR000403; IPR036940; IPR018936; 	GO:0003677; GO:0004677; GO:0004712; GO:0005524; GO:0005634; GO:0006303; GO:0106310	nucleus [GO:0005634]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA-dependent protein kinase activity [GO:0004677]; protein serine kinase activity [GO:0106310]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; double-strand break repair via nonhomologous end joining [GO:0006303]	LINF_360037400			Predicted	Leishmania infantum	5671
A0A6L0XRY2	A0A6L0XRY2_LEIIN	Phosphatidylinositol_3-kinase_(Tor2)_-_putative	IPR011989; IPR016024; IPR024585; IPR003152; IPR009076; IPR036738; IPR011009; IPR000403; IPR036940; IPR018936; IPR003151; IPR014009; IPR011990; 	GO:0004674; GO:0004712; GO:0005524; GO:0032991; GO:0044877; GO:0050896; GO:0106310	protein-containing complex [GO:0032991]; ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; protein-containing complex binding [GO:0044877]; response to stimulus [GO:0050896]	LINF_340051500			Predicted	Leishmania infantum	5671
A0A6L0WV32	A0A6L0WV32_LEIIN	Protein_kinase_-_putative	IPR011006; IPR018490; IPR000595; IPR011009; IPR000014; IPR035965; IPR013767; IPR000719; IPR017441; IPR014710; IPR008271; IPR001789; 	GO:0000160; GO:0004672; GO:0005524; GO:0005886; GO:0006355; GO:0006811; GO:0030553	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; cGMP binding [GO:0030553]; protein kinase activity [GO:0004672]; ion transport [GO:0006811]; phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]	LINF_150019400			Predicted	Leishmania infantum	5671
A0A6L0XPE7	A0A6L0XPE7_LEIIN	Target_of_rapamycin_kinase_3	IPR016024; IPR024585; IPR003152; IPR009076; IPR036738; IPR011009; IPR001478; IPR036034; IPR000403; IPR036940; IPR018936; IPR003151; IPR014009; IPR011990; 	GO:0004674; GO:0004712; GO:0005524; GO:0032991; GO:0044877; GO:0050896; GO:0106310	protein-containing complex [GO:0032991]; ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; protein-containing complex binding [GO:0044877]; response to stimulus [GO:0050896]	LINF_340047100			Predicted	Leishmania infantum	5671
A4IAX0	A4IAX0_LEIIN	SET domain-containing protein	IPR001214; 			LINJ_35_0740			Predicted	Leishmania infantum	5671
A0A6L0XS57	A0A6L0XS57_LEIIN	Dynein_heavy_chain_-_putative	IPR003593; IPR035699; IPR035706; IPR041658; IPR042219; IPR041589; IPR026980; IPR042222; IPR043157; IPR041466; IPR041228; IPR043160; IPR024743; IPR024317; IPR004273; IPR013602; IPR042228; IPR027417; 	GO:0005524; GO:0005858; GO:0005874; GO:0007018; GO:0008569; GO:0016887; GO:0060285	axonemal dynein complex [GO:0005858]; microtubule [GO:0005874]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; minus-end-directed microtubule motor activity [GO:0008569]; cilium-dependent cell motility [GO:0060285]; microtubule-based movement [GO:0007018]	LINF_260015200			Predicted	Leishmania infantum	5671
A4HW57	A4HW57_LEIIN	Putative kinesin K39	IPR027640; IPR001752; IPR027417; 	GO:0005524; GO:0007018; GO:0008017	ATP binding [GO:0005524]; microtubule binding [GO:0008017]; microtubule-based movement [GO:0007018]	LINJ_14_1180			Predicted	Leishmania infantum	5671
A0A6L0WK06	A0A6L0WK06_LEIIN	Kinesin_-__putative	IPR027640; IPR001752; IPR036961; IPR027417; 	GO:0005524; GO:0007018; GO:0008017	ATP binding [GO:0005524]; microtubule binding [GO:0008017]; microtubule-based movement [GO:0007018]	LINF_090008500			Predicted	Leishmania infantum	5671
A0A6L0WM78	A0A6L0WM78_LEIIN	PIF1_helicase-like_protein_-_putative	IPR003593; IPR010285; IPR027417; 	GO:0000723; GO:0003678; GO:0005524; GO:0005737; GO:0006281; GO:0006310; GO:0016887	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA helicase activity [GO:0003678]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; telomere maintenance [GO:0000723]	LINF_110008200			Predicted	Leishmania infantum	5671
A4HUG2	A4HUG2_LEIIN	Uncharacterized protein	IPR027643; 	GO:0016021	integral component of membrane [GO:0016021]	LINJ_10_0550			Predicted	Leishmania infantum	5671
A0A6L0WIJ4	A0A6L0WIJ4_LEIIN	DNA_repair_and_recombination_helicase_protein_PIF7_-_putative	IPR003593; IPR003840; IPR010285; IPR027417; 	GO:0000723; GO:0003678; GO:0005524; GO:0005737; GO:0006281; GO:0006310; GO:0016887	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA helicase activity [GO:0003678]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; telomere maintenance [GO:0000723]	LINF_070016500			Predicted	Leishmania infantum	5671
A4I936	A4I936_LEIIN	p53 and DNA damage-regulated protein 1	IPR030482; 	GO:0005737	cytoplasm [GO:0005737]	LINJ_33_1740			Predicted	Leishmania infantum	5671
Q700T4	Q700T4_LEIIN	Cysteine proteinase	IPR021981; IPR038765; IPR025661; IPR025660; IPR000668; IPR039417; IPR013201; 	GO:0004197	cysteine-type endopeptidase activity [GO:0004197]	cpb1			Inferred from homology	Leishmania infantum	5671
A4I0B9	A4I0B9_LEIIN	Putative mitochondrial DNA primase (EC 2.7.7.6)	IPR014819; 	GO:0003899; GO:0016817	DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; hydrolase activity, acting on acid anhydrides [GO:0016817]	PRI1 LINJ_23_0850	2.7.7.6		Predicted	Leishmania infantum	5671
A4I5V0	A4I5V0_LEIIN	Afi1 domain-containing protein	IPR012860; 			LINJ_30_2730			Predicted	Leishmania infantum	5671
A0A6L0XP91	A0A6L0XP91_LEIIN	Hypothetical_protein_-_conserved	IPR016024; IPR039795; IPR039804; IPR001841; IPR013083; 	GO:0005829; GO:0043023; GO:0046872; GO:0061630; GO:0072344; GO:1990112; GO:1990116	cytosol [GO:0005829]; RQC complex [GO:1990112]; metal ion binding [GO:0046872]; ribosomal large subunit binding [GO:0043023]; ubiquitin protein ligase activity [GO:0061630]; rescue of stalled ribosome [GO:0072344]; ribosome-associated ubiquitin-dependent protein catabolic process [GO:1990116]	LINF_240007700			Predicted	Leishmania infantum	5671
A0A6L0XY01	A0A6L0XY01_LEIIN	DNA_repair_and_recombination_protein	IPR003593; IPR010285; IPR027417; 	GO:0000723; GO:0003678; GO:0005524; GO:0005737; GO:0006281; GO:0006310; GO:0016887	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA helicase activity [GO:0003678]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; telomere maintenance [GO:0000723]	LINF_320021650			Predicted	Leishmania infantum	5671
